"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"BTBD16",0.00600023721604284,2.04707300326226,0.011,0.003,1,"6","BTBD16"
"AC006511.6",0.00600023721604284,2.04707300326226,0.011,0.003,1,"6","AC006511.6"
"COL6A21",0.00605627951860473,0.555476408851816,0.144,0.104,1,"6","COL6A2"
"PRELID1",0.00606257148962533,1.09014172515415,0.036,0.017,1,"6","PRELID1"
"SLC7A81",0.00607834581066692,0.816606459884901,0.06,0.035,1,"6","SLC7A8"
"AL049828.2",0.00608287828635159,1.19907609670731,0.033,0.016,1,"6","AL049828.2"
"VWDE1",0.00611786005259895,0.803490960094643,0.06,0.035,1,"6","VWDE"
"DCAKD",0.00613937930863338,0.388661374900652,0.289,0.233,1,"6","DCAKD"
"FLVCR1-DT",0.00614795812613151,1.5964115942527,0.018,0.006,1,"6","FLVCR1-DT"
"RNF141",0.00614795812613151,1.5964115942527,0.018,0.006,1,"6","RNF141"
"RFLNB1",0.00614795812613151,1.5964115942527,0.018,0.006,1,"6","RFLNB"
"STAT5A",0.00614795812613151,1.5964115942527,0.018,0.006,1,"6","STAT5A"
"RNFT2",0.00617517570497152,0.469930007000407,0.156,0.112,1,"6","RNFT2"
"GJC1",0.00618056984841341,0.227236295390896,0.373,0.307,1,"6","GJC1"
"ANXA6",0.00629594923624053,0.881000327315558,0.053,0.03,1,"6","ANXA6"
"AC020907.11",0.00639673312894171,1.75429125403442,0.02,0.008,1,"6","AC020907.1"
"GPR160",0.00639675287657194,0.78403859742847,0.056,0.032,1,"6","GPR160"
"PLPP11",0.00645727357685677,0.39172117464971,0.196,0.148,1,"6","PLPP1"
"EIF1B1",0.00647118731770135,1.49125684820062,0.02,0.008,1,"6","EIF1B"
"PNCK1",0.00647118731770135,1.49125684820062,0.02,0.008,1,"6","PNCK"
"FGF121",0.00647527431802453,0.523511047205251,0.124,0.086,1,"6","FGF12"
"PNN1",0.00647823779523325,0.203279581589956,0.6,0.536,1,"6","PNN"
"AL513166.11",0.00649059827747608,0.759376543194201,0.062,0.037,1,"6","AL513166.1"
"CDCA7L1",0.00654136805191622,1.02430169560361,0.044,0.024,1,"6","CDCA7L"
"JPT2",0.0065519733506993,0.665097524704962,0.098,0.065,1,"6","JPT2"
"RPL51",0.00658249821058118,0.300311391551471,0.34,0.282,1,"6","RPL5"
"MED24",0.00660963895508129,0.67361460773482,0.091,0.059,1,"6","MED24"
"PLIN3",0.00662961189445495,0.475699567289063,0.136,0.096,1,"6","PLIN3"
"CCDC117",0.00663383800270523,1.27502494994061,0.027,0.012,1,"6","CCDC117"
"GATD1",0.00663741508818595,0.409559980487398,0.242,0.192,1,"6","GATD1"
"MIXL11",0.00667213065429053,1.11026682974946,0.04,0.021,1,"6","MIXL1"
"AL158077.2",0.00672886897703737,1.69657575617813,0.016,0.005,1,"6","AL158077.2"
"PIM3",0.00674238896025975,1.6547555804835,0.016,0.005,1,"6","PIM3"
"CAMLG",0.00674332086727594,1.0770855723287,0.036,0.018,1,"6","CAMLG"
"ZNF295-AS1",0.006755932119037,1.57458523179952,0.016,0.005,1,"6","ZNF295-AS1"
"RPS191",0.00677164635194126,0.250734150498376,0.313,0.253,1,"6","RPS19"
"HIP11",0.00682572528757879,0.25709003173913,0.389,0.327,1,"6","HIP1"
"C1orf115",0.0068398507484316,1.83650601732261,0.013,0.004,1,"6","C1orf115"
"NEU4",0.0068398507484316,1.83650601732261,0.013,0.004,1,"6","NEU4"
"CCDC86",0.0068398507484316,1.83650601732261,0.013,0.004,1,"6","CCDC86"
"TMEM204",0.0068398507484316,1.83650601732261,0.013,0.004,1,"6","TMEM204"
"AC006213.2",0.0068398507484316,1.83650601732261,0.013,0.004,1,"6","AC006213.2"
"ECI2",0.00690338484378465,1.11161325545697,0.033,0.016,1,"6","ECI2"
"PYCR2",0.00699221507905008,1.03680466780844,0.042,0.022,1,"6","PYCR2"
"FAM189A11",0.00704225349778471,0.606251478213188,0.122,0.085,1,"6","FAM189A1"
"PPM1F",0.00709908836831114,0.728756161927281,0.069,0.042,1,"6","PPM1F"
"LPCAT1",0.00709975742031731,0.576569227126023,0.12,0.083,1,"6","LPCAT1"
"SRRM21",0.00710477417267596,0.155930395361429,0.773,0.727,1,"6","SRRM2"
"GET4",0.00712427942081925,0.691868753500603,0.078,0.049,1,"6","GET4"
"AC008537.4",0.00715698887898585,1.32460697879117,0.024,0.01,1,"6","AC008537.4"
"MIDN1",0.00719437359563698,0.309206006354525,0.284,0.228,1,"6","MIDN"
"CKB1",0.00735582738692468,0.571988120313481,0.098,0.065,1,"6","CKB"
"ELOVL5",0.00736746799411642,0.834079279928065,0.067,0.04,1,"6","ELOVL5"
"AC105345.1",0.00740573022692327,0.912553337951151,0.047,0.025,1,"6","AC105345.1"
"AC015908.71",0.00746035248279024,1.51102010302205,0.022,0.009,1,"6","AC015908.7"
"PCNX21",0.00750643129571511,0.384273068066291,0.189,0.142,1,"6","PCNX2"
"PLSCR3",0.00751183125977043,1.56164617609202,0.018,0.007,1,"6","PLSCR3"
"SCRN3",0.00755409186996753,1.38548922093819,0.022,0.009,1,"6","SCRN3"
"CRTAP",0.00759860873413716,0.965876920414283,0.04,0.021,1,"6","CRTAP"
"LINC02119",0.00760682941405221,1.23655080212598,0.027,0.012,1,"6","LINC02119"
"TOX2",0.00760682941405221,1.23655080212598,0.027,0.012,1,"6","TOX2"
"MACROD12",0.00762748264668223,0.401228260394085,0.224,0.176,1,"6","MACROD1"
"GPC41",0.00767139704301397,0.679701937613734,0.089,0.058,1,"6","GPC4"
"PDPN",0.00768475803795057,1.11161325545697,0.033,0.016,1,"6","PDPN"
"TENT5B",0.00768863122991601,1.28153825689929,0.029,0.013,1,"6","TENT5B"
"FAM102A",0.00774976238524078,0.773150281285734,0.069,0.042,1,"6","FAM102A"
"GRIK51",0.00776176382439953,0.521531588800655,0.12,0.083,1,"6","GRIK5"
"MID1IP11",0.00778040542720618,0.966415339917039,0.042,0.022,1,"6","MID1IP1"
"ETV41",0.00779463234075598,0.884565473382435,0.053,0.03,1,"6","ETV4"
"CYP1B11",0.00783248842243327,1.07776980048518,0.038,0.019,1,"6","CYP1B1"
"SERPINH11",0.00787946477285075,0.504615231055643,0.131,0.093,1,"6","SERPINH1"
"AP006621.3",0.007884686780427,0.758503505321332,0.071,0.044,1,"6","AP006621.3"
"KIRREL3",0.00793792642911023,0.661278704064838,0.078,0.049,1,"6","KIRREL3"
"TRAF21",0.00794020688372708,0.511020103022054,0.147,0.107,1,"6","TRAF2"
"COL18A12",0.00797804079134956,0.35476341865104,0.3,0.247,1,"6","COL18A1"
"CCDC144NL-AS13",0.00802479589842173,0.216674690996504,0.616,0.558,1,"6","CCDC144NL-AS1"
"AL138701.21",0.00804715416283457,0.890953801344982,0.044,0.024,1,"6","AL138701.2"
"ACTN4",0.00812617961990382,0.315613885402601,0.34,0.286,1,"6","ACTN4"
"LINC012341",0.00817768206339254,1.029151095265,0.04,0.021,1,"6","LINC01234"
"NFATC1",0.00819157231522613,0.703118602044903,0.08,0.051,1,"6","NFATC1"
"POC1A",0.00821879463080377,0.815747457155808,0.049,0.027,1,"6","POC1A"
"UBE2G21",0.00822153103453827,0.64355737387864,0.091,0.06,1,"6","UBE2G2"
"ETS21",0.00824113052343661,0.655714500452931,0.089,0.058,1,"6","ETS2"
"LMNB2",0.00825495150844411,0.524651968609821,0.136,0.097,1,"6","LMNB2"
"IER31",0.00825513179032123,0.851725404940044,0.06,0.036,1,"6","IER3"
"GTPBP3",0.008260055897872,1.30291190769185,0.024,0.011,1,"6","GTPBP3"
"AC078881.1",0.008262191208298,0.598172052117136,0.104,0.071,1,"6","AC078881.1"
"PPFIA4",0.00827853609515244,1.26047664137146,0.024,0.011,1,"6","PPFIA4"
"REPS2",0.00831316491308993,0.965876920414283,0.04,0.021,1,"6","REPS2"
"PRIM1",0.00831560296602085,1.23971808120466,0.024,0.011,1,"6","PRIM1"
"ZNF366",0.00832805847744023,1.97668367537087,0.011,0.003,1,"6","ZNF366"
"SEC14L4",0.00832805847744023,1.97668367537087,0.011,0.003,1,"6","SEC14L4"
"NPC1L11",0.00832805847744023,1.97668367537087,0.011,0.003,1,"6","NPC1L1"
"GTF2H3",0.0084041561512762,0.679701937613734,0.076,0.048,1,"6","GTF2H3"
"PRKAR2B-AS1",0.00842072015856205,1.6547555804835,0.016,0.005,1,"6","PRKAR2B-AS1"
"HTRA1",0.00842072015856205,1.6547555804835,0.016,0.005,1,"6","HTRA1"
"AC044810.21",0.00842280706422135,0.75218973138913,0.056,0.032,1,"6","AC044810.2"
"NTHL1",0.00849714004612935,0.95621957281115,0.042,0.023,1,"6","NTHL1"
"EFCAB11",0.00860209805896159,0.718564759951188,0.073,0.046,1,"6","EFCAB11"
"FASN",0.00864024648443239,0.55521990693259,0.116,0.08,1,"6","FASN"
"EPB41L4A-AS1",0.00865059733754856,1.23655080212598,0.027,0.012,1,"6","EPB41L4A-AS1"
"GAS51",0.0087072262683359,0.493494741680725,0.158,0.117,1,"6","GAS5"
"FADS21",0.00873308285403571,0.345745745849323,0.244,0.194,1,"6","FADS2"
"LPAR31",0.00873729883270994,1.01144909353154,0.038,0.02,1,"6","LPAR3"
"ARHGEF401",0.00874892942342561,0.694283944670141,0.078,0.05,1,"6","ARHGEF40"
"NEFH",0.00875323055443919,0.873590182406763,0.056,0.032,1,"6","NEFH"
"NANOG1",0.00875441170884102,0.939013257404811,0.053,0.031,1,"6","NANOG"
"ZNF649",0.00875987635636035,0.999767288483907,0.038,0.02,1,"6","ZNF649"
"COQ8A",0.00878250436692953,0.988179314208696,0.038,0.02,1,"6","COQ8A"
"WASHC5",0.0088333227698678,1.14845002363735,0.029,0.014,1,"6","WASHC5"
"AC106799.2",0.00885257744078466,1.07949448095464,0.049,0.028,1,"6","AC106799.2"
"NIF3L1",0.0088853098617159,1.78403859742847,0.013,0.004,1,"6","NIF3L1"
"AC117528.1",0.0088853098617159,1.78403859742847,0.013,0.004,1,"6","AC117528.1"
"AC139099.21",0.0088853098617159,1.78403859742847,0.013,0.004,1,"6","AC139099.2"
"SLITRK5",0.00890166287380704,1.7334125243585,0.013,0.004,1,"6","SLITRK5"
"KIAA0930",0.00895935973074894,0.815471105265127,0.06,0.036,1,"6","KIAA0930"
"ANKRD18B1",0.0091049672930497,0.634812588653994,0.08,0.051,1,"6","ANKRD18B"
"LINC004581",0.0091658890541951,1.03861142451407,0.036,0.018,1,"6","LINC00458"
"MAP1LC3B2",0.00917166273326678,1.40552697417474,0.02,0.008,1,"6","MAP1LC3B2"
"RAB171",0.00927943901364501,0.707935618342678,0.064,0.039,1,"6","RAB17"
"SPECC11",0.00946161253484421,0.40171983067583,0.238,0.19,1,"6","SPECC1"
"SGO1",0.00948289140029188,0.881735271315604,0.044,0.024,1,"6","SGO1"
"AC117378.1",0.00949273195064777,1.28153825689929,0.024,0.011,1,"6","AC117378.1"
"NDUFS3",0.0095135237952174,1.26047664137146,0.024,0.011,1,"6","NDUFS3"
"CHKB",0.00955155408573088,0.706477614134818,0.087,0.057,1,"6","CHKB"
"SNRPN1",0.00958658758526,0.383661404855758,0.2,0.154,1,"6","SNRPN"
"BRIP1",0.0096337986468812,0.37529234516575,0.169,0.126,1,"6","BRIP1"
"SYCE2",0.00971981312635361,1.03987750185806,0.04,0.021,1,"6","SYCE2"
"ANK2-AS11",0.00977198252786077,1.12107358470604,0.031,0.015,1,"6","ANK2-AS1"
"PGS1",0.00979171803377257,0.509244478132203,0.12,0.084,1,"6","PGS1"
"PITX21",0.00979513460478574,1.10596669231583,0.031,0.015,1,"6","PITX2"
"LTBP41",0.00983866731402871,0.707935618342678,0.064,0.039,1,"6","LTBP4"
"MTRF1L",0.00984814762907349,1.19907609670731,0.027,0.012,1,"6","MTRF1L"
"MATK1",0.00987965351444991,0.976683675370866,0.04,0.021,1,"6","MATK"
"ZBTB441",0.00996821196804728,0.51600351053631,0.124,0.088,1,"6","ZBTB44"
"LINC02882",0.0099812490220119,0.839180151620931,0.06,0.036,1,"6","LINC02882"
"CER12",0,3.48244548631594,0.828,0.095,0,"7","CER1"
"AC084816.11",0,3.39035642030063,0.801,0.135,0,"7","AC084816.1"
"FGF172",9.40470755821306e-301,3.48496376278647,0.582,0.057,2.2088836641975e-296,"7","FGF17"
"AC078993.11",4.7415932871678e-264,3.11752792822995,0.634,0.085,1.1136580153571e-259,"7","AC078993.1"
"LHX12",1.42057153340033e-262,3.64182394683496,0.465,0.039,3.33649636049736e-258,"7","LHX1"
"AP000676.51",1.63125616040656e-185,3.29991501735755,0.449,0.058,3.83133134394689e-181,"7","AP000676.5"
"NTN11",4.76215884049364e-181,2.97736764473316,0.497,0.074,1.11848824686674e-176,"7","NTN1"
"LHX1-DT2",5.87569629164382e-173,2.95877671950115,0.49,0.076,1.38002478801838e-168,"7","LHX1-DT"
"COLEC122",3.18482423254835e-142,2.72126203073634,0.53,0.113,7.48019667498632e-138,"7","COLEC12"
"RHOBTB31",6.35231980499019e-139,2.83367041139361,0.44,0.075,1.49196935259805e-134,"7","RHOBTB3"
"AC068587.42",1.23387513274559e-137,1.87957100596691,0.889,0.421,2.89800252427956e-133,"7","AC068587.4"
"AC044810.31",1.71060696078817e-136,3.39970261583216,0.296,0.032,4.01770256880318e-132,"7","AC044810.3"
"COL23A12",1.63098089724824e-125,2.0483140667759,0.745,0.282,3.83068483336695e-121,"7","COL23A1"
"EOMES1",5.0637789303921e-109,3.59751799675688,0.192,0.015,1.18932975738119e-104,"7","EOMES"
"LEFTY11",1.39752157330338e-107,3.34171729305477,0.226,0.023,3.28235891921764e-103,"7","LEFTY1"
"GPR391",4.2070763765737e-103,2.7135068682216,0.314,0.049,9.88116028565865e-99,"7","GPR39"
"ROR22",9.19123292900125e-101,1.79447929344867,0.792,0.391,2.15874487803452e-96,"7","ROR2"
"P3H21",1.38917480871153e-100,2.52863106557042,0.359,0.067,3.26275487322078e-96,"7","P3H2"
"CD701",4.05845779062223e-96,3.33960963009278,0.199,0.02,9.53209981283444e-92,"7","CD70"
"SLC5A4-AS11",2.96420415189536e-91,2.87799406478511,0.273,0.042,6.96202629155663e-87,"7","SLC5A4-AS1"
"GALNT172",1.31227057203694e-85,1.31380978910438,0.844,0.429,3.08212989254317e-81,"7","GALNT17"
"NXN2",3.05258414226217e-85,1.55758902170315,0.797,0.434,7.16960437493115e-81,"7","NXN"
"PLCXD31",2.54834155997652e-83,3.00442761515232,0.219,0.029,5.98528982191684e-79,"7","PLCXD3"
"TRDN2",2.10631582129805e-82,2.18305872203882,0.386,0.092,4.94710396948274e-78,"7","TRDN"
"MIXL12",3.12690857537026e-82,3.52817717378097,0.151,0.013,7.34417017097213e-78,"7","MIXL1"
"AC044810.22",3.89933664395406e-81,3.29780080821182,0.192,0.023,9.15837197565489e-77,"7","AC044810.2"
"GATA6-AS1",3.18451506265383e-74,3.16633261366772,0.181,0.022,7.47947052765505e-70,"7","GATA6-AS1"
"SFRP11",6.64760582998861e-73,1.996274810178,0.411,0.113,1.56132318128942e-68,"7","SFRP1"
"LAPTM4B1",1.38112611069474e-71,1.94694426231683,0.463,0.147,3.24385089618874e-67,"7","LAPTM4B"
"DSCAM2",5.25843226559276e-71,2.06325221753938,0.454,0.143,1.23504798621977e-66,"7","DSCAM"
"LINC02614",1.80511907422694e-70,2.78383204924916,0.221,0.035,4.23968316963682e-66,"7","LINC02614"
"LINC004671",2.68658920887043e-70,2.88228567441748,0.201,0.029,6.30999207487397e-66,"7","LINC00467"
"AL050309.11",1.73599559825196e-69,1.64952219781869,0.7,0.363,4.07733286161438e-65,"7","AL050309.1"
"SERPINB91",3.43301578958972e-66,2.58783831595222,0.221,0.038,8.06312418500938e-62,"7","SERPINB9"
"MCF2L21",1.7311560207214e-65,2.25594401382174,0.309,0.073,4.06596614586835e-61,"7","MCF2L2"
"FGD21",8.40064674484835e-64,2.91816271074607,0.185,0.027,1.97305990096253e-59,"7","FGD2"
"PLXNA4",1.89606032317345e-61,2.26525327271846,0.26,0.055,4.45327688103748e-57,"7","PLXNA4"
"AL121985.11",3.64573414120717e-61,2.83428030150665,0.174,0.025,8.56273577745328e-57,"7","AL121985.1"
"FGF132",7.47030369579813e-60,1.48203539213625,0.582,0.248,1.75455022903211e-55,"7","FGF13"
"LEFTY21",1.68262950528281e-59,3.20129628592255,0.135,0.015,3.95199191905774e-55,"7","LEFTY2"
"PTGR11",4.54287622323096e-57,2.11024254244183,0.284,0.069,1.06698533855026e-52,"7","PTGR1"
"AC127526.22",6.0345129054279e-57,1.97821009441601,0.316,0.084,1.41732604609785e-52,"7","AC127526.2"
"OTX21",1.02410808532261e-55,3.69044860267984,0.099,0.008,2.40532265999722e-51,"7","OTX2"
"OVCH21",1.54072996524316e-55,3.58151423112668,0.102,0.009,3.61871246936662e-51,"7","OVCH2"
"NTN41",1.0194662625253e-53,2.25345831022586,0.251,0.058,2.39442041079317e-49,"7","NTN4"
"TIGIT1",2.05153470610524e-53,3.46251025613197,0.104,0.01,4.81843956422937e-49,"7","TIGIT"
"CASC152",2.1019996226574e-53,0.947787402849633,0.876,0.607,4.93696651373543e-49,"7","CASC15"
"GATA61",4.86999801929137e-53,1.96806553701047,0.305,0.083,1.14381643479096e-48,"7","GATA6"
"RYR22",5.04047964224937e-53,1.57529072650663,0.512,0.213,1.18385745357511e-48,"7","RYR2"
"ITGB51",8.07252882862368e-53,1.67657941376188,0.449,0.168,1.89599484597884e-48,"7","ITGB5"
"MAML32",4.54338894926981e-52,1.24604266875263,0.67,0.345,1.067105762515e-47,"7","MAML3"
"COL6A12",2.20944439924375e-51,1.79098826949267,0.381,0.127,5.18932206050379e-47,"7","COL6A1"
"UBL31",3.89741624303403e-51,2.10133206787393,0.266,0.067,9.15386153001404e-47,"7","UBL3"
"GNAL2",8.21216537171858e-49,1.92716248882562,0.321,0.097,1.92879128085554e-44,"7","GNAL"
"LINC028851",8.99085816730932e-49,2.788385535536,0.147,0.022,2.11168285775594e-44,"7","LINC02885"
"CELF22",2.71951349864479e-47,2.0322499341289,0.282,0.079,6.38732135426701e-43,"7","CELF2"
"AC004448.21",5.98367219844115e-46,2.89808176332435,0.124,0.017,1.40538508924787e-41,"7","AC004448.2"
"ACOX3",1.30056797764e-45,2.27336327475214,0.19,0.039,3.05464400908307e-41,"7","ACOX3"
"GNGT12",1.30748324306261e-45,1.95521719687133,0.271,0.075,3.07088589298114e-41,"7","GNGT1"
"AC004852.21",7.87618398655655e-45,3.52817717378097,0.086,0.008,1.84987933292254e-40,"7","AC004852.2"
"SAMD31",9.28467831257755e-45,2.26529486272786,0.192,0.041,2.18069239527509e-40,"7","SAMD3"
"PLXNA22",1.43211631894746e-44,1.82880741684705,0.318,0.102,3.36361159831189e-40,"7","PLXNA2"
"IGFBPL1",2.76895424224388e-44,3.13021318786106,0.099,0.011,6.50344282875819e-40,"7","IGFBPL1"
"TTC39B2",4.60513443838615e-44,2.30193242694891,0.185,0.039,1.08160792554376e-39,"7","TTC39B"
"LINC004582",4.10961167941444e-43,3.01820816234793,0.106,0.013,9.6522449514407e-39,"7","LINC00458"
"AC068633.11",2.39338905429393e-42,2.18747739330582,0.208,0.049,5.62135287182015e-38,"7","AC068633.1"
"GPC42",1.53270990713587e-41,2.05826334598205,0.208,0.05,3.59987575889001e-37,"7","GPC4"
"PRDM11",1.69685434248084e-41,2.11526284639509,0.192,0.043,3.98540179418474e-37,"7","PRDM1"
"TRPV41",1.66654443097013e-40,2.16139484310934,0.199,0.047,3.91421290501955e-36,"7","TRPV4"
"AL391361.2",8.66842292613211e-40,3.72582293278173,0.07,0.006,2.03595249266065e-35,"7","AL391361.2"
"L1TD12",2.15770476831121e-39,0.741598869542179,0.745,0.401,5.06780118933253e-35,"7","L1TD1"
"MGST21",7.92064983927726e-39,2.53075111744479,0.138,0.025,1.86032302775105e-34,"7","MGST2"
"EGFLAM-AS41",3.23477968977449e-38,3.50343051144528,0.072,0.006,7.59752705737335e-34,"7","EGFLAM-AS4"
"HAS2",8.51626708330388e-38,2.48635699808634,0.142,0.027,2.00021564985558e-33,"7","HAS2"
"ESRRG1",2.55463257729643e-37,1.8358709246456,0.255,0.078,6.00006553429614e-33,"7","ESRRG"
"ZC3HAV11",2.61109374586121e-37,2.05398488780222,0.192,0.047,6.13267588090422e-33,"7","ZC3HAV1"
"TBL1XR11",4.05732708292974e-37,1.23294059481414,0.512,0.251,9.52944411967708e-33,"7","TBL1XR1"
"EDA1",5.09137693639081e-37,1.8583257754733,0.273,0.089,1.19581170105011e-32,"7","EDA"
"CDH22",1.12771229926402e-36,1.48066588600848,0.413,0.178,2.64865787728139e-32,"7","CDH2"
"LINC019931",1.72145330347164e-36,3.15293326436115,0.084,0.01,4.04317737386384e-32,"7","LINC01993"
"SLC35F3",2.67620013891067e-35,1.7811798628111,0.271,0.089,6.28559126625948e-31,"7","SLC35F3"
"PLPP12",3.13588684368457e-35,1.42170403974408,0.352,0.137,7.36525742976195e-31,"7","PLPP1"
"KCNK121",4.76868729360818e-35,2.37452839634827,0.14,0.028,1.12002158464975e-30,"7","KCNK12"
"GRID22",7.12162625806053e-35,0.580219607148564,0.704,0.349,1.67265635923068e-30,"7","GRID2"
"SPRY4-AS11",7.32057819844575e-35,1.64591066225128,0.284,0.097,1.71938420146895e-30,"7","SPRY4-AS1"
"FERMT21",1.34408422004994e-34,1.83840508135004,0.237,0.072,3.15685060763128e-30,"7","FERMT2"
"SPANXA2-OT1",1.53882527661052e-34,2.24622299436262,0.205,0.058,3.61423892717514e-30,"7","SPANXA2-OT1"
"PIK3CB1",1.59593755066624e-34,1.50415982060609,0.368,0.152,3.74837852524979e-30,"7","PIK3CB"
"SOX171",2.03545715350947e-34,3.6156400150313,0.061,0.005,4.7806782164477e-30,"7","SOX17"
"TDGF12",2.34364065156664e-34,1.90321035039394,0.212,0.06,5.50450879833457e-30,"7","TDGF1"
"LRRC3",6.18495146565125e-34,2.96440429489098,0.086,0.011,1.45265955073751e-29,"7","LRRC3"
"CFLAR1",7.87251586313925e-34,2.12458863866719,0.167,0.04,1.84901780077552e-29,"7","CFLAR"
"GREM21",3.04342247449904e-33,2.70394843315897,0.115,0.02,7.1480863658559e-29,"7","GREM2"
"AC079896.11",2.81022525672787e-32,3.38086386923902,0.063,0.006,6.60037606047675e-28,"7","AC079896.1"
"AC100825.1",3.05982770653897e-32,3.63836009153139,0.052,0.004,7.18661733434809e-28,"7","AC100825.1"
"ANKDD1A1",3.99173595927387e-32,1.69836740089567,0.237,0.075,9.37539024754654e-28,"7","ANKDD1A"
"SMG6",5.99372639391669e-32,1.2018942053891,0.512,0.274,1.40774651813921e-27,"7","SMG6"
"LZTS11",1.61261988759423e-31,2.8082850929737,0.09,0.013,3.78756032999257e-27,"7","LZTS1"
"BHLHE221",1.89642642305922e-31,3.86273287699608,0.052,0.004,4.45413673983918e-27,"7","BHLHE22"
"PAX91",2.02332313428328e-31,2.49600716812006,0.113,0.02,4.75217904549113e-27,"7","PAX9"
"CNTNAP21",3.53093459367865e-31,1.29159186826957,0.402,0.182,8.29310608017304e-27,"7","CNTNAP2"
"BMPR21",4.88399545201242e-31,1.01634566371607,0.628,0.39,1.14710401181416e-26,"7","BMPR2"
"ENSA2",1.1351408027738e-30,1.00636405696672,0.537,0.282,2.66610520347481e-26,"7","ENSA"
"ELMO12",1.62465725643285e-30,1.32462735865651,0.377,0.165,3.81583249818383e-26,"7","ELMO1"
"AC233976.21",2.62819268527246e-30,2.46948317952194,0.104,0.018,6.17283615989942e-26,"7","AC233976.2"
"GSC1",2.72938988923695e-30,3.267716711611,0.068,0.008,6.41051803285082e-26,"7","GSC"
"CCDC2002",1.14303004780378e-29,1.01978919816741,0.609,0.371,2.68463467327673e-25,"7","CCDC200"
"SHB1",2.0664574977595e-29,1.89119873025929,0.187,0.054,4.85348872498774e-25,"7","SHB"
"AC096772.11",2.98828037509028e-29,3.1358597510022,0.068,0.008,7.01857411697455e-25,"7","AC096772.1"
"ANK22",6.24984157637237e-29,1.09927411254296,0.449,0.22,1.46790029104258e-24,"7","ANK2"
"AC105233.42",6.62231109989746e-29,1.67012265391618,0.287,0.112,1.55538220803292e-24,"7","AC105233.4"
"CLMP2",1.55415898649698e-28,1.51988662165153,0.275,0.104,3.65025321158545e-24,"7","CLMP"
"IER32",2.71278244938658e-28,2.17085517235841,0.133,0.03,6.37151213887427e-24,"7","IER3"
"CWC271",5.957813006006e-28,1.4139122559124,0.318,0.132,1.39931154072063e-23,"7","CWC27"
"NMU2",1.03881825633353e-27,2.09594328577632,0.135,0.032,2.43987243865055e-23,"7","NMU"
"GRAMD1B1",1.53495120865041e-27,1.63284308656382,0.228,0.078,3.60513990375723e-23,"7","GRAMD1B"
"CCKBR",7.79352994070128e-27,2.8714789194609,0.074,0.011,1.83046637717251e-22,"7","CCKBR"
"MTRNR2L32",1.32698211011728e-26,0.488079245341688,0.986,0.934,3.11668288203245e-22,"7","MTRNR2L3"
"AC060809.11",1.37408181282721e-26,2.15723340179477,0.126,0.029,3.22730595378727e-22,"7","AC060809.1"
"ENC11",1.58097373949932e-26,2.30738685704102,0.113,0.024,3.71323302196206e-22,"7","ENC1"
"NPR11",1.85682007655107e-26,3.24268791711948,0.054,0.005,4.3611133137955e-22,"7","NPR1"
"MAP1B2",2.71870704303554e-26,0.893242301601723,0.589,0.351,6.38542723197756e-22,"7","MAP1B"
"STEAP1B1",2.87463595497862e-26,1.95584228138756,0.149,0.039,6.75165746745827e-22,"7","STEAP1B"
"CXCR11",3.35093867743597e-26,2.69044860267984,0.084,0.014,7.87034967169387e-22,"7","CXCR1"
"SLC16A51",6.85512690967085e-26,1.87905816738708,0.181,0.055,1.61006365727439e-21,"7","SLC16A5"
"PGAP11",7.2947976787373e-26,1.87338012119559,0.172,0.051,1.71332913080503e-21,"7","PGAP1"
"PMEPA12",9.32346771221715e-26,1.77955337443038,0.178,0.054,2.18980286156844e-21,"7","PMEPA1"
"RFPL2",9.80720367680215e-26,3.51282920944753,0.047,0.004,2.30341792757052e-21,"7","RFPL2"
